Product ID,Product Name,Category,Supplier,Purchase Date,Stock Qty,Cost Price,Stock value,Product Age
P315,Laptop Backpack Premium,Accessories,Lenovo Direct,13-???-25,55,650,35750,466
P316,SSD 512GB Samsung,Storage,Samsung,12-???-25,75,2200,165000,467
P317,SSD 256GB Samsung,Storage,Samsung,11-???-25,95,1400,133000,468
P318,WiFi Adapter USB,Networking,TP-Link,10-???-25,65,680,44200,469
P319,CCTV Camera HD,Security,Hikvision,09-???-25,18,2450,44100,470
P320,Surge Protector,Electrical,Local Vendor,08-???-25,75,640,48000,471
P321,Dell Keyboard,Accessories,Redington,07-???-25,70,545,38150,472
P322,HDMI Cable,Accessories,Local Vendor,06-???-25,260,110,28600,473
P323,USB Type-C Cable,Accessories,Local Vendor,05-???-25,350,90,31500,474
P324,Webcam Full HD,Accessories,Logitech,04-???-25,24,2400,57600,475
P325,Bluetooth Speaker,Accessories,Boat,03-???-25,50,920,46000,476
P326,HP Ink Cartridge,Printers,HP Direct,02-???-25,140,910,127400,477
P327,Canon Ink Cartridge,Printers,Canon Direct,01-???-25,120,880,105600,478
P328,RAM 8GB DDR4,Components,Kingston,31-??-25,85,1550,131750,479
P329,RAM 16GB DDR4,Components,Kingston,30-??-25,60,2750,165000,480
P330,Laptop Charger HP,Spare Parts,HP Direct,29-??-25,40,1750,70000,481
P331,Laptop Battery Dell,Spare Parts,Dell,28-??-25,18,3150,56700,482
P332,TP-Link Switch 8 Port,Networking,TP-Link,27-??-25,15,1700,25500,483
P333,Logitech Mouse,Accessories,Ingram,26-??-25,90,455,40950,484
P334,USB Hub,Accessories,Local Vendor,25-??-25,85,225,19125,485
P335,HDMI Cable,Accessories,Local Vendor,24-??-25,240,108,25920,486
P336,SSD Enclosure,Storage,Ingram,23-??-25,35,450,15750,487
P337,Laptop Stand,Accessories,Local Vendor,22-??-25,50,540,27000,488
P338,Wireless Mouse,Accessories,Logitech,21-??-25,60,920,55200,489
P339,RGB Keyboard,Accessories,Redington,20-??-25,28,2150,60200,490
P340,Gaming Headset,Accessories,Logitech,19-??-25,20,2750,55000,491
P341,Printer Paper A4,Consumables,Local Vendor,18-??-25,260,170,44200,492
P342,Epson Ink Bottle,Consumables,Epson,17-??-25,120,300,36000,493
P343,Samsung SSD 1TB,Storage,Samsung,16-??-25,45,4050,182250,494
P344,WD HDD 2TB,Storage,WD Direct,15-??-25,30,3150,94500,495
P345,TP-Link Router,Networking,TP-Link,14-??-25,18,1420,25560,496
P346,CAT6 Network Cable,Networking,Local Vendor,13-??-25,380,21,7980,497
P347,CCTV Camera HD,Security,Hikvision,12-??-25,15,2400,36000,498
P348,Logitech Mouse,Accessories,Ingram,11-??-25,100,450,45000,499
P349,Dell Keyboard,Accessories,Redington,10-??-25,75,540,40500,500
P350,HDMI Cable,Accessories,Local Vendor,09-??-25,250,105,26250,501
P351,Logitech Mouse,Accessories,Ingram,08-??-25,95,448,42560,502
P352,Dell Keyboard,Accessories,Redington,07-??-25,72,538,38736,503
P353,HDMI Cable,Accessories,Local Vendor,06-??-25,270,104,28080,504
P354,USB Hub,Accessories,Local Vendor,05-??-25,82,220,18040,505
P355,Samsung SSD 1TB,Storage,Samsung,04-??-25,48,4020,192960,506
P356,WD HDD 2TB,Storage,WD Direct,03-??-25,32,3120,99840,507
P357,TP-Link Router,Networking,TP-Link,02-??-25,20,1400,28000,508
P358,Wireless Keyboard,Accessories,Ingram,01-??-25,42,1050,44100,509
P359,Printer Paper A4,Consumables,Local Vendor,30-?????-25,220,168,36960,510
P360,Epson Ink Bottle,Consumables,Epson,29-?????-25,115,298,34270,511
P361,CAT6 Network Cable,Networking,Local Vendor,28-?????-25,360,21,7560,512
P362,Logitech Mouse,Accessories,Ingram,27-?????-25,88,445,39160,513
P363,Gaming Mouse RGB,Accessories,Logitech,26-?????-25,30,850,25500,514
P364,Power Bank 10000mAh,Accessories,Boat,25-?????-25,55,825,45375,515
P365,Laptop Backpack Premium,Accessories,Lenovo Direct,24-?????-25,48,630,30240,516
P366,SSD 512GB Samsung,Storage,Samsung,23-?????-25,68,2180,148240,517
P367,SSD 256GB Samsung,Storage,Samsung,22-?????-25,88,1380,121440,518
P368,WiFi Adapter USB,Networking,TP-Link,21-?????-25,58,670,38860,519
P369,CCTV Camera HD,Security,Hikvision,20-?????-25,16,2380,38080,520
P370,Surge Protector,Electrical,Local Vendor,19-?????-25,70,625,43750,521
P371,Dell Keyboard,Accessories,Redington,18-?????-25,68,535,36380,522
P372,HDMI Cable,Accessories,Local Vendor,17-?????-25,240,102,24480,523
P373,USB Type-C Cable,Accessories,Local Vendor,16-?????-25,320,88,28160,524
P374,Webcam Full HD,Accessories,Logitech,15-?????-25,22,2350,51700,525
P375,Bluetooth Speaker,Accessories,Boat,14-?????-25,46,900,41400,526
P376,HP Ink Cartridge,Printers,HP Direct,13-?????-25,125,895,111875,527
P377,Canon Ink Cartridge,Printers,Canon Direct,12-?????-25,105,865,90825,528
P378,RAM 8GB DDR4,Components,Kingston,11-?????-25,78,1520,118560,529
P379,RAM 16GB DDR4,Components,Kingston,10-?????-25,58,2680,155440,530
P380,Laptop Charger HP,Spare Parts,HP Direct,09-?????-25,35,1720,60200,531
P381,Laptop Battery Dell,Spare Parts,Dell,08-?????-25,16,3100,49600,532
P382,TP-Link Switch 8 Port,Networking,TP-Link,07-?????-25,14,1680,23520,533
P383,Logitech Mouse,Accessories,Ingram,06-?????-25,92,442,40664,534
P384,USB Hub,Accessories,Local Vendor,05-?????-25,78,218,17004,535
P385,HDMI Cable,Accessories,Local Vendor,04-?????-25,230,100,23000,536
P386,SSD Enclosure,Storage,Ingram,03-?????-25,32,440,14080,537
P387,Laptop Stand,Accessories,Local Vendor,02-?????-25,45,525,23625,538
P388,Wireless Mouse,Accessories,Logitech,01-?????-25,55,910,50050,539
P389,RGB Keyboard,Accessories,Redington,31-?????-25,25,2120,53000,540
P390,Gaming Headset,Accessories,Logitech,30-?????-25,18,2700,48600,541
P391,Printer Paper A4,Consumables,Local Vendor,29-?????-25,240,165,39600,542
P392,Epson Ink Bottle,Consumables,Epson,28-?????-25,110,295,32450,543
P393,Samsung SSD 1TB,Storage,Samsung,27-?????-25,42,3980,167160,544
P394,WD HDD 2TB,Storage,WD Direct,26-?????-25,28,3100,86800,545
P395,TP-Link Router,Networking,TP-Link,25-?????-25,16,1380,22080,546
P396,CAT6 Network Cable,Networking,Local Vendor,24-?????-25,340,20,6800,547
P397,CCTV Camera HD,Security,Hikvision,23-?????-25,14,2350,32900,548
P398,Logitech Mouse,Accessories,Ingram,22-?????-25,96,438,42048,549
P399,Dell Keyboard,Accessories,Redington,21-?????-25,70,530,37100,550
P400,HDMI Cable,Accessories,Local Vendor,20-?????-25,245,98,24010,551
P401,Logitech Mouse,Accessories,Ingram,19-?????-25,90,435,39150,552
P402,Dell Keyboard,Accessories,Redington,18-?????-25,68,525,35700,553
P403,HDMI Cable,Accessories,Local Vendor,17-?????-25,230,97,22310,554
P404,USB Hub,Accessories,Local Vendor,16-?????-25,75,215,16125,555
P405,Samsung SSD 1TB,Storage,Samsung,15-?????-25,40,3950,158000,556
P406,WD HDD 2TB,Storage,WD Direct,14-?????-25,25,3080,77000,557
P407,TP-Link Router,Networking,TP-Link,13-?????-25,15,1360,20400,558
P408,Wireless Keyboard,Accessories,Ingram,12-?????-25,40,1020,40800,559
P409,Printer Paper A4,Consumables,Local Vendor,11-?????-25,220,162,35640,560
P410,Epson Ink Bottle,Consumables,Epson,10-?????-25,105,290,30450,561
P411,CAT6 Network Cable,Networking,Local Vendor,09-?????-25,320,20,6400,562
P412,Logitech Mouse,Accessories,Ingram,08-?????-25,85,432,36720,563
P413,Gaming Mouse RGB,Accessories,Logitech,07-?????-25,28,840,23520,564
P414,Power Bank 10000mAh,Accessories,Boat,06-?????-25,50,810,40500,565
P415,Laptop Backpack Premium,Accessories,Lenovo Direct,05-?????-25,45,620,27900,566
P416,SSD 512GB Samsung,Storage,Samsung,04-?????-25,65,2150,139750,567
P417,SSD 256GB Samsung,Storage,Samsung,03-?????-25,85,1350,114750,568
P418,WiFi Adapter USB,Networking,TP-Link,02-?????-25,55,660,36300,569
P419,CCTV Camera HD,Security,Hikvision,01-?????-25,14,2320,32480,570
P420,Surge Protector,Electrical,Local Vendor,28-??????-25,68,615,41820,571
P421,Dell Keyboard,Accessories,Redington,27-??????-25,65,520,33800,572
P422,HDMI Cable,Accessories,Local Vendor,26-??????-25,220,96,21120,573
P423,USB Type-C Cable,Accessories,Local Vendor,25-??????-25,300,85,25500,574
P424,Webcam Full HD,Accessories,Logitech,24-??????-25,20,2300,46000,575
P425,Bluetooth Speaker,Accessories,Boat,23-??????-25,42,890,37380,576
P426,HP Ink Cartridge,Printers,HP Direct,22-??????-25,120,880,105600,577
P427,Canon Ink Cartridge,Printers,Canon Direct,21-??????-25,100,850,85000,578
P428,RAM 8GB DDR4,Components,Kingston,20-??????-25,75,1500,112500,579
P429,RAM 16GB DDR4,Components,Kingston,19-??????-25,55,2650,145750,580
P430,Laptop Charger HP,Spare Parts,HP Direct,18-??????-25,32,1700,54400,581
P431,Laptop Battery Dell,Spare Parts,Dell,17-??????-25,15,3050,45750,582
P432,TP-Link Switch 8 Port,Networking,TP-Link,16-??????-25,12,1650,19800,583
P433,Logitech Mouse,Accessories,Ingram,15-??????-25,88,430,37840,584
P434,USB Hub,Accessories,Local Vendor,14-??????-25,72,210,15120,585
P435,HDMI Cable,Accessories,Local Vendor,13-??????-25,210,95,19950,586
P436,SSD Enclosure,Storage,Ingram,12-??????-25,30,430,12900,587
P437,Laptop Stand,Accessories,Local Vendor,11-??????-25,42,510,21420,588
P438,Wireless Mouse,Accessories,Logitech,10-??????-25,52,900,46800,589
P439,RGB Keyboard,Accessories,Redington,09-??????-25,22,2080,45760,590
P440,Gaming Headset,Accessories,Logitech,08-??????-25,16,2650,42400,591
P441,Printer Paper A4,Consumables,Local Vendor,07-??????-25,230,160,36800,592
P442,Epson Ink Bottle,Consumables,Epson,06-??????-25,105,285,29925,593
P443,Samsung SSD 1TB,Storage,Samsung,05-??????-25,38,3920,148960,594
P444,WD HDD 2TB,Storage,WD Direct,04-??????-25,25,3050,76250,595
P445,TP-Link Router,Networking,TP-Link,03-??????-25,15,1350,20250,596
P446,CAT6 Network Cable,Networking,Local Vendor,02-??????-25,300,19,5700,597
P447,CCTV Camera HD,Security,Hikvision,01-??????-25,12,2300,27600,598
P448,Logitech Mouse,Accessories,Ingram,31-????-25,92,425,39100,599
P449,Dell Keyboard,Accessories,Redington,30-????-25,65,515,33475,600
P450,HDMI Cable,Accessories,Local Vendor,29-????-25,220,94,20680,601
P451,Logitech Mouse,Accessories,Ingram,28-????-25,88,422,37136,602
P452,Dell Keyboard,Accessories,Redington,27-????-25,62,512,31744,603
P453,HDMI Cable,Accessories,Local Vendor,26-????-25,210,93,19530,604
P454,USB Hub,Accessories,Local Vendor,25-????-25,70,208,14560,605
P455,Samsung SSD 1TB,Storage,Samsung,24-????-25,36,3900,140400,606
P456,WD HDD 2TB,Storage,WD Direct,23-????-25,24,3020,72480,607
P457,TP-Link Router,Networking,TP-Link,22-????-25,14,1330,18620,608
P458,Wireless Keyboard,Accessories,Ingram,21-????-25,38,1010,38380,609
P459,Printer Paper A4,Consumables,Local Vendor,20-????-25,210,158,33180,610
P460,Epson Ink Bottle,Consumables,Epson,19-????-25,100,282,28200,611
P461,CAT6 Network Cable,Networking,Local Vendor,18-????-25,280,19,5320,612
P462,Logitech Mouse,Accessories,Ingram,17-????-25,82,420,34440,613
P463,Gaming Mouse RGB,Accessories,Logitech,16-????-25,26,830,21580,614
P464,Power Bank 10000mAh,Accessories,Boat,15-????-25,48,800,38400,615
P465,Laptop Backpack Premium,Accessories,Lenovo Direct,14-????-25,42,610,25620,616
P466,SSD 512GB Samsung,Storage,Samsung,13-????-25,60,2120,127200,617
P467,SSD 256GB Samsung,Storage,Samsung,12-????-25,80,1320,105600,618
P468,WiFi Adapter USB,Networking,TP-Link,11-????-25,52,650,33800,619
P469,CCTV Camera HD,Security,Hikvision,10-????-25,12,2280,27360,620
P470,Surge Protector,Electrical,Local Vendor,09-????-25,65,610,39650,621
P471,Dell Keyboard,Accessories,Redington,08-????-25,60,510,30600,622
P472,HDMI Cable,Accessories,Local Vendor,07-????-25,200,92,18400,623
P473,USB Type-C Cable,Accessories,Local Vendor,06-????-25,280,84,23520,624
P474,Webcam Full HD,Accessories,Logitech,05-????-25,18,2280,41040,625
P475,Bluetooth Speaker,Accessories,Boat,04-????-25,40,880,35200,626
P476,HP Ink Cartridge,Printers,HP Direct,03-????-25,115,870,100050,627
P477,Canon Ink Cartridge,Printers,Canon Direct,02-????-25,95,840,79800,628
P478,RAM 8GB DDR4,Components,Kingston,01-????-25,72,1480,106560,629
P479,RAM 16GB DDR4,Components,Kingston,31-?????-24,52,2620,136240,630
P480,Laptop Charger HP,Spare Parts,HP Direct,30-?????-24,30,1680,50400,631
P481,Laptop Battery Dell,Spare Parts,Dell,29-?????-24,14,3020,42280,632
P482,TP-Link Switch 8 Port,Networking,TP-Link,28-?????-24,10,1620,16200,633
P483,Logitech Mouse,Accessories,Ingram,27-?????-24,85,418,35530,634
P484,USB Hub,Accessories,Local Vendor,26-?????-24,68,205,13940,635
P485,HDMI Cable,Accessories,Local Vendor,25-?????-24,190,90,17100,636
P486,SSD Enclosure,Storage,Ingram,24-?????-24,28,420,11760,637
P487,Laptop Stand,Accessories,Local Vendor,23-?????-24,40,500,20000,638
P488,Wireless Mouse,Accessories,Logitech,22-?????-24,50,890,44500,639
P489,RGB Keyboard,Accessories,Redington,21-?????-24,20,2050,41000,640
P490,Gaming Headset,Accessories,Logitech,20-?????-24,15,2600,39000,641
P491,Printer Paper A4,Consumables,Local Vendor,19-?????-24,220,155,34100,642
P492,Epson Ink Bottle,Consumables,Epson,18-?????-24,100,280,28000,643
P493,Samsung SSD 1TB,Storage,Samsung,17-?????-24,35,3880,135800,644
P494,WD HDD 2TB,Storage,WD Direct,16-?????-24,22,3000,66000,645
P495,TP-Link Router,Networking,TP-Link,15-?????-24,14,1320,18480,646
P496,CAT6 Network Cable,Networking,Local Vendor,14-?????-24,260,18,4680,647
P497,CCTV Camera HD,Security,Hikvision,13-?????-24,10,2250,22500,648
P498,Logitech Mouse,Accessories,Ingram,12-?????-24,88,415,36520,649
P499,Dell Keyboard,Accessories,Redington,11-?????-24,60,505,30300,650
P500,HDMI Cable,Accessories,Local Vendor,10-?????-24,200,89,17800,651
P501,Logitech Mouse,Accessories,Ingram,09-?????-24,85,412,35020,652
P502,Dell Keyboard,Accessories,Redington,08-?????-24,58,502,29116,653
P503,HDMI Cable,Accessories,Local Vendor,07-?????-24,190,88,16720,654
P504,USB Hub,Accessories,Local Vendor,06-?????-24,65,202,13130,655
P505,Samsung SSD 1TB,Storage,Samsung,05-?????-24,34,3850,130900,656
P506,WD HDD 2TB,Storage,WD Direct,04-?????-24,20,2980,59600,657
P507,TP-Link Router,Networking,TP-Link,03-?????-24,12,1300,15600,658
P508,Wireless Keyboard,Accessories,Ingram,02-?????-24,35,995,34825,659
P509,Printer Paper A4,Consumables,Local Vendor,01-?????-24,200,152,30400,660
P510,Epson Ink Bottle,Consumables,Epson,30-???????-24,95,275,26125,661
P511,CAT6 Network Cable,Networking,Local Vendor,29-???????-24,250,18,4500,662
P512,Logitech Mouse,Accessories,Ingram,28-???????-24,80,410,32800,663
P513,Gaming Mouse RGB,Accessories,Logitech,27-???????-24,24,820,19680,664
P514,Power Bank 10000mAh,Accessories,Boat,26-???????-24,45,790,35550,665
P515,Laptop Backpack Premium,Accessories,Lenovo Direct,25-???????-24,40,600,24000,666
P516,SSD 512GB Samsung,Storage,Samsung,24-???????-24,55,2100,115500,667
P517,SSD 256GB Samsung,Storage,Samsung,23-???????-24,75,1300,97500,668
P518,WiFi Adapter USB,Networking,TP-Link,22-???????-24,50,640,32000,669
P519,CCTV Camera HD,Security,Hikvision,21-???????-24,10,2250,22500,670
P520,Surge Protector,Electrical,Local Vendor,20-???????-24,60,600,36000,671
P521,Dell Keyboard,Accessories,Redington,19-???????-24,55,500,27500,672
P522,HDMI Cable,Accessories,Local Vendor,18-???????-24,180,87,15660,673
P523,USB Type-C Cable,Accessories,Local Vendor,17-???????-24,260,82,21320,674
P524,Webcam Full HD,Accessories,Logitech,16-???????-24,16,2250,36000,675
P525,Bluetooth Speaker,Accessories,Boat,15-???????-24,38,870,33060,676
P526,HP Ink Cartridge,Printers,HP Direct,14-???????-24,110,860,94600,677
P527,Canon Ink Cartridge,Printers,Canon Direct,13-???????-24,90,830,74700,678
P528,RAM 8GB DDR4,Components,Kingston,12-???????-24,70,1450,101500,679
P529,RAM 16GB DDR4,Components,Kingston,11-???????-24,50,2580,129000,680
P530,Laptop Charger HP,Spare Parts,HP Direct,10-???????-24,28,1650,46200,681
P531,Laptop Battery Dell,Spare Parts,Dell,09-???????-24,12,3000,36000,682
P532,TP-Link Switch 8 Port,Networking,TP-Link,08-???????-24,8,1600,12800,683
P533,Logitech Mouse,Accessories,Ingram,07-???????-24,82,405,33210,684
P534,USB Hub,Accessories,Local Vendor,06-???????-24,62,200,12400,685
P535,HDMI Cable,Accessories,Local Vendor,05-???????-24,175,86,15050,686
P536,SSD Enclosure,Storage,Ingram,04-???????-24,25,410,10250,687
P537,Laptop Stand,Accessories,Local Vendor,03-???????-24,38,490,18620,688
P538,Wireless Mouse,Accessories,Logitech,02-???????-24,45,880,39600,689
P539,RGB Keyboard,Accessories,Redington,01-???????-24,18,2000,36000,690
P540,Gaming Headset,Accessories,Logitech,31-?????-24,14,2550,35700,691
P541,Printer Paper A4,Consumables,Local Vendor,30-?????-24,210,150,31500,692
P542,Epson Ink Bottle,Consumables,Epson,29-?????-24,95,270,25650,693
P543,Samsung SSD 1TB,Storage,Samsung,16-??-25,32,3820,122240,494
P544,WD HDD 2TB,Storage,WD Direct,15-??-25,20,2950,59000,495
P545,TP-Link Router,Networking,TP-Link,14-??-25,12,1280,15360,496
P546,CAT6 Network Cable,Networking,Local Vendor,13-??-25,240,18,4320,497
P547,CCTV Camera HD,Security,Hikvision,12-??-25,8,2220,17760,498
P548,Logitech Mouse,Accessories,Ingram,11-??-25,85,400,34000,499
P549,Dell Keyboard,Accessories,Redington,10-??-25,58,495,28710,500
P550,HDMI Cable,Accessories,Local Vendor,09-??-25,180,85,15300,501
P551,Logitech Mouse,Accessories,Ingram,08-??-25,80,398,31840,502
P552,Dell Keyboard,Accessories,Redington,07-??-25,55,492,27060,503
P553,HDMI Cable,Accessories,Local Vendor,06-??-25,175,84,14700,504
P554,USB Hub,Accessories,Local Vendor,05-??-25,60,198,11880,505
P555,Samsung SSD 1TB,Storage,Samsung,04-??-25,30,3800,114000,506
P556,WD HDD 2TB,Storage,WD Direct,03-??-25,18,2920,52560,507
P557,TP-Link Router,Networking,TP-Link,02-??-25,12,1270,15240,508
P558,Wireless Keyboard,Accessories,Ingram,01-??-25,32,980,31360,509
P559,Printer Paper A4,Consumables,Local Vendor,30-?????-25,190,148,28120,510
P560,Epson Ink Bottle,Consumables,Epson,29-?????-25,90,268,24120,511
P561,CAT6 Network Cable,Networking,Local Vendor,28-?????-25,230,18,4140,512
P562,Logitech Mouse,Accessories,Ingram,27-?????-25,78,395,30810,513
P563,Gaming Mouse RGB,Accessories,Logitech,26-?????-25,22,810,17820,514
P564,Power Bank 10000mAh,Accessories,Boat,25-?????-25,42,780,32760,515
P565,Laptop Backpack Premium,Accessories,Lenovo Direct,24-?????-25,38,590,22420,516
P566,SSD 512GB Samsung,Storage,Samsung,23-?????-25,52,2080,108160,517
P567,SSD 256GB Samsung,Storage,Samsung,22-?????-25,72,1280,92160,518
P568,WiFi Adapter USB,Networking,TP-Link,21-?????-25,48,630,30240,519
P569,CCTV Camera HD,Security,Hikvision,20-?????-25,8,2200,17600,520
P570,Surge Protector,Electrical,Local Vendor,19-?????-25,58,590,34220,521
P571,Dell Keyboard,Accessories,Redington,18-?????-25,52,490,25480,522
P572,HDMI Cable,Accessories,Local Vendor,17-?????-25,170,83,14110,523
P573,USB Type-C Cable,Accessories,Local Vendor,16-?????-25,250,80,20000,524
P574,Webcam Full HD,Accessories,Logitech,15-?????-25,15,2220,33300,525
P575,Bluetooth Speaker,Accessories,Boat,14-?????-25,35,860,30100,526
P576,HP Ink Cartridge,Printers,HP Direct,13-?????-25,105,850,89250,527
P577,Canon Ink Cartridge,Printers,Canon Direct,12-?????-25,85,820,69700,528
P578,RAM 8GB DDR4,Components,Kingston,11-?????-25,65,1420,92300,529
P579,RAM 16GB DDR4,Components,Kingston,10-?????-25,48,2550,122400,530
P580,Laptop Charger HP,Spare Parts,HP Direct,09-?????-25,26,1620,42120,531
P581,Laptop Battery Dell,Spare Parts,Dell,08-?????-25,10,2950,29500,532
P582,TP-Link Switch 8 Port,Networking,TP-Link,07-?????-25,8,1580,12640,533
P583,Logitech Mouse,Accessories,Ingram,06-?????-25,80,392,31360,534
P584,USB Hub,Accessories,Local Vendor,05-?????-25,58,195,11310,535
P585,HDMI Cable,Accessories,Local Vendor,04-?????-25,165,82,13530,536
P586,SSD Enclosure,Storage,Ingram,03-?????-25,22,405,8910,537
P587,Laptop Stand,Accessories,Local Vendor,02-?????-25,35,480,16800,538
P588,Wireless Mouse,Accessories,Logitech,01-?????-25,42,870,36540,539
P589,RGB Keyboard,Accessories,Redington,31-?????-25,16,1980,31680,540
P590,Gaming Headset,Accessories,Logitech,30-?????-25,12,2500,30000,541
P591,Printer Paper A4,Consumables,Local Vendor,29-?????-25,200,145,29000,542
P592,Epson Ink Bottle,Consumables,Epson,28-?????-25,88,265,23320,543
P593,Samsung SSD 1TB,Storage,Samsung,27-?????-25,28,3780,105840,544
P594,WD HDD 2TB,Storage,WD Direct,26-?????-25,18,2900,52200,545
P595,TP-Link Router,Networking,TP-Link,25-?????-25,10,1260,12600,546
P596,CAT6 Network Cable,Networking,Local Vendor,24-?????-25,220,17,3740,547
P597,CCTV Camera HD,Security,Hikvision,23-?????-25,8,2180,17440,548
P598,Logitech Mouse,Accessories,Ingram,22-?????-25,82,390,31980,549
P599,Dell Keyboard,Accessories,Redington,21-?????-25,55,488,26840,550
P600,HDMI Cable,Accessories,Local Vendor,20-?????-25,170,81,13770,551
P601,Logitech Mouse,Accessories,Ingram,19-?????-25,78,388,30264,552
P602,Dell Keyboard,Accessories,Redington,18-?????-25,52,485,25220,553
P603,HDMI Cable,Accessories,Local Vendor,17-?????-25,165,80,13200,554
P604,USB Hub,Accessories,Local Vendor,16-?????-25,55,192,10560,555
P605,Samsung SSD 1TB,Storage,Samsung,15-?????-25,26,3750,97500,556
P606,WD HDD 2TB,Storage,WD Direct,14-?????-25,16,2880,46080,557
P607,TP-Link Router,Networking,TP-Link,13-?????-25,10,1240,12400,558
P608,Wireless Keyboard,Accessories,Ingram,12-?????-25,30,970,29100,559
P609,Printer Paper A4,Consumables,Local Vendor,11-?????-25,180,142,25560,560
P610,Epson Ink Bottle,Consumables,Epson,10-?????-25,85,260,22100,561
P611,CAT6 Network Cable,Networking,Local Vendor,09-?????-25,210,17,3570,562
P612,Logitech Mouse,Accessories,Ingram,08-?????-25,75,385,28875,563
P613,Gaming Mouse RGB,Accessories,Logitech,07-?????-25,20,800,16000,564
P614,Power Bank 10000mAh,Accessories,Boat,06-?????-25,40,770,30800,565
P615,Laptop Backpack Premium,Accessories,Lenovo Direct,05-?????-25,35,580,20300,566
P616,SSD 512GB Samsung,Storage,Samsung,04-?????-25,50,2050,102500,567
P617,SSD 256GB Samsung,Storage,Samsung,03-?????-25,70,1260,88200,568
P618,WiFi Adapter USB,Networking,TP-Link,02-?????-25,45,620,27900,569
P619,CCTV Camera HD,Security,Hikvision,01-?????-25,8,2150,17200,570
P620,Surge Protector,Electrical,Local Vendor,28-??????-25,55,580,31900,571
P621,Dell Keyboard,Accessories,Redington,27-??????-25,50,482,24100,572
P622,HDMI Cable,Accessories,Local Vendor,26-??????-25,160,79,12640,573
P623,USB Type-C Cable,Accessories,Local Vendor,25-??????-25,240,78,18720,574
P624,Webcam Full HD,Accessories,Logitech,24-??????-25,14,2200,30800,575
P625,Bluetooth Speaker,Accessories,Boat,23-??????-25,32,850,27200,576
P626,HP Ink Cartridge,Printers,HP Direct,22-??????-25,100,840,84000,577
P627,Canon Ink Cartridge,Printers,Canon Direct,21-??????-25,80,810,64800,578
P628,RAM 8GB DDR4,Components,Kingston,20-??????-25,60,1400,84000,579
P629,RAM 16GB DDR4,Components,Kingston,19-??????-25,45,2520,113400,580
P630,Laptop Charger HP,Spare Parts,HP Direct,18-??????-25,25,1600,40000,581
P631,Laptop Battery Dell,Spare Parts,Dell,17-??????-25,10,2920,29200,582
P632,TP-Link Switch 8 Port,Networking,TP-Link,16-??????-25,8,1550,12400,583
P633,Logitech Mouse,Accessories,Ingram,15-??????-25,78,382,29796,584
P634,USB Hub,Accessories,Local Vendor,22-?????-25,55,190,10450,335
P635,HDMI Cable,Accessories,Local Vendor,21-?????-25,155,78,12090,336
P636,SSD Enclosure,Storage,Ingram,20-?????-25,20,400,8000,337
P637,Laptop Stand,Accessories,Local Vendor,19-?????-25,32,470,15040,338
P638,Wireless Mouse,Accessories,Logitech,18-?????-25,40,860,34400,339
P639,RGB Keyboard,Accessories,Redington,17-?????-25,15,1950,29250,340
P640,Gaming Headset,Accessories,Logitech,16-?????-25,10,2450,24500,341
P641,Printer Paper A4,Consumables,Local Vendor,15-?????-25,190,140,26600,342
P642,Epson Ink Bottle,Consumables,Epson,14-?????-25,82,255,20910,343
P643,Samsung SSD 1TB,Storage,Samsung,13-?????-25,25,3720,93000,344
P644,WD HDD 2TB,Storage,WD Direct,12-?????-25,15,2850,42750,345
P645,TP-Link Router,Networking,TP-Link,11-?????-25,10,1220,12200,346
P646,CAT6 Network Cable,Networking,Local Vendor,10-?????-25,200,16,3200,347
P647,CCTV Camera HD,Security,Hikvision,09-?????-25,6,2120,12720,348
P648,Logitech Mouse,Accessories,Ingram,08-?????-25,80,380,30400,349
P649,Dell Keyboard,Accessories,Redington,07-?????-25,50,480,24000,350
P650,HDMI Cable,Accessories,Local Vendor,06-?????-25,160,77,12320,351
P651,Logitech Mouse,Accessories,Ingram,12-???-25,95,455,43225,467
P652,Dell Keyboard,Accessories,Redington,12-???-25,72,545,39240,467
P653,HDMI Cable,Accessories,Local Vendor,11-???-25,280,108,30240,468
P654,USB Hub,Accessories,Local Vendor,11-???-25,85,225,19125,468
P655,Samsung SSD 1TB,Storage,Samsung,10-???-25,42,4050,170100,469
P656,WD HDD 2TB,Storage,WD Direct,10-???-25,28,3150,88200,469
P657,TP-Link Router,Networking,TP-Link,09-???-25,18,1420,25560,470
P658,Wireless Keyboard,Accessories,Ingram,09-???-25,45,1050,47250,470
P659,Printer Paper A4,Consumables,Local Vendor,08-???-25,240,170,40800,471
P660,Epson Ink Bottle,Consumables,Epson,08-???-25,120,305,36600,471
P661,CAT6 Network Cable,Networking,Local Vendor,07-???-25,380,21,7980,472
P662,Logitech Mouse,Accessories,Ingram,07-???-25,88,450,39600,472
P663,Gaming Mouse RGB,Accessories,Logitech,06-???-25,30,850,25500,473
P664,Power Bank 10000mAh,Accessories,Boat,06-???-25,55,820,45100,473
P665,Laptop Backpack Premium,Accessories,Lenovo Direct,05-???-25,50,630,31500,474
P666,SSD 512GB Samsung,Storage,Samsung,05-???-25,65,2180,141700,474
P667,SSD 256GB Samsung,Storage,Samsung,04-???-25,85,1380,117300,475
P668,WiFi Adapter USB,Networking,TP-Link,04-???-25,58,670,38860,475
P669,CCTV Camera HD,Security,Hikvision,03-???-25,15,2400,36000,476
